EUR_o..Mstb.,Completion.Year,Frac.Stages,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Completion.Month,Depth.Top,Fluid.Amount,Propping.Agent.Amount,BEND..KHW.,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Top_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
58.508,2012,3,9000,1020771,0,1250497,6,9464,742705,616823,11132.36,1,27,2,3,3,3,7,3,3,11,3,20,7.17907754937758
7.608,2011,11,16000,842000,0,609809,12,11446,27636,952,10912.79,2,5,2,5,3,5,1,4,3,6,1,9,6
66.956,2012,4,7500,1327826,0,1337138,5,10711,197196,135013,10896.34,1,27,2,4,3,2,1,2,3,11,3,20,7.99259791499881
38.888,2012,1,0,0,0,130000,1,9173,189000,130000,10952.48,2,3,2,3,3,5,1,4,3,3,3,14.6938446374202,6.12802467895582
47.492,2012,4,12000,1323581,0,1381241,7,10776,184581,151188,10972.88,1,27,2,3,3,2,6,3,3,11,3,20,9
5.604,2012,1,0,124000,0,120000,1,8451,124000,120000,10912.59,2,3,2,3,3,2,1,4,3,11,3,17,6.24252113120315
133.616,2012,5,13500,1394211,0,1528015,7,10941,203757,134848,10881.78,1,27,2,3,6,3,1,3,3,11,3,20,9
84.272,2012,1,0,1353282,0,846000,3,7960,1353282,846000,10374.02,1,10,2,3,3,3,1,2,3,6,3,9,6.27507054996595
78.02,2012,3,10500,937169,0,1154722,6,9632,594815,459930,11102.97,1,27,2,3,4,1,7,3,3,11,3,20,7.5816561572385
101.8054469,2012,4,12000,1422357,0,1447742,5,10698,223070,150110,10912.81,1,27,2,3,6,3,1,2,3,11,3,20,9
55.836,2012,4,12000,1209621,0,1320008,8,10352,212673,61382,10548.05,3,27,2,1,3,2,6,3,3,11,3,20,6
51.928,2012,4,10500,1385892,0,1408928,6,10730,215112,150241,10908.46,1,27,2,4,3,3,1,3,3,11,3,20,6
131.648,2012,4,12000,1200845,0,1388203,6,10442,209045,150465,10621.75,3,27,2,3,2,3,1,3,3,11,3,20,6
123.4073116,2012,3,13500,1378970,0,1444110,5,8710,983084,753542,10448.38,3,27,2,3,3,3,7,2,3,11,3,20,7.60227334302128
23.292,2012,10,12000,827484,0,936440,4,11440,130662,90000,10970.63,2,5,2,3,6,5,1,2,3,11,1,20,6
70.35833286,2012,1,0,1278690,0,801000,3,8170,1278690,801000,10931.73,1,10,2,3,5,3,1,2,3,6,3,9,7.10471493592902
57.16,2012,9,12000,890106,0,996200,4,10848,106176,35000,10318.07,4,5,2,3,3,5,4,2,3,6,1,9,6
78.66,2012,4,12000,1351808,0,1345603,5,10445,218724,149635,10641.95,3,27,2,3,4,3,1,2,3,11,3,20,6
120.0347822,2012,5,15000,1474446,0,1551766,6,10632,130878,95707,10613.6,3,27,2,4,2,3,1,3,3,11,3,17,6
87.08,2012,3,12000,1109640,0,995147,5,8877,662647,300256,10471.1,3,27,2,1,2,3,7,2,3,11,3,20,6
166.34,2012,1,0,0,0,787968,4,7845,1121190,787968,10703.83,1,32,2,1,4,3,7,2,3,3,3,12.2176849539089,5.99999977370981
86.52,2012,1,15000,1526994,0,123000,4,8933,1526994,123000,10736.7,1,3,2,2,2,2,1,2,3,11,5,16.2089662205619,6.90795512252267
286.748,2012,1,0,0,0,304380,7,10857,405048,304380,11031.23,2,25,2,4,3,4,1,3,3,3,3,12.295918052579,7.59120285942934
87.928,2012,1,0,0,0,1245440,5,9364,1539006,1112000,11083.87,2,25,2,4,4,5,1,2,3,3,3,14.1268122476738,6.93609204617334
89.104,2012,4,7500,1198878,0,1045651,8,10860,216792,150643,10957.52,2,27,2,3,3,2,1,3,3,11,3,20,6
70.092,2012,1,16500,1220310,0,789550,7,7964,1220310,789550,10524.57,1,10,2,4,3,3,1,3,3,6,3,9,5.99999978815117
70.06,2012,1,12000,976889,0,496525,7,9305,976889,496525,10534.91,1,10,2,4,6,5,1,3,3,6,3,9,8.47277936906871
76.764,2012,1,22000,1273608,0,843000,7,7955,1273608,843000,10500.37,1,10,2,3,4,3,1,3,3,6,3,9,7.07306794823543
8.412,2012,1,17000,1586634,0,120000,5,8152,1586634,120000,10857.13,2,3,2,3,3,3,1,2,3,11,5,17,6.45264204943773
159.2121528,2012,1,0,0,0,936100,6,8410,440916,936100,10944.49,1,7,2,4,4,2,1,3,3,3,3,13.1974412288553,6.38375045132155
64.176,2012,1,28351.7420646463,630189.278031825,27610.9603282868,1082342.31807336,5,8206,1520526,994337,10775.12,1,3,2,3,2,3,1,2,3,3,5,8,6.27629151107754
125.6,2012,1,0,0,0,802974,6,8007,1161972,802974,10701.71,1,32,2,4,3,3,7,3,3,3,3,12.5037031437725,7.3206417335079
26.152,2003,3,1500,193946,1500,668600,4,6882,60060,334300,10640.84,5,27,3,5,3,3,5,2,3,11,3,14.0505279020133,6
32.70993787,2003,3,45500,2495052,500,472550,4,6827,2337300,137550,10580.05,5,27,3,3,3,3,5,2,3,6,3,15.1038046063751,6
59.67281149,2003,3,5000,195972,0,307850,3,6913,47376,134850,10632.08,5,27,3,5,3,3,7,2,3,11,3,13.5095404173321,6
36.28399577,2003,3,5000,197316,0,311100,3,6604,61320,138100,10451.44,5,27,3,1,3,3,5,2,3,11,3,14.450204118947,6
35.02434343,2003,3,5000,202337,0,470740,4,6458,55356,135740,10376.21,5,27,3,4,3,3,5,2,3,11,3,12.265824029979,6
29.088,2003,3,5000,196980,0,468860,4,6413,51492,122328,10367.06,5,27,3,4,3,1,5,2,3,11,3,12.2708490892774,6
38.48,2003,3,3500,197736,0,470760,5,6308,56910,133607,10338.57,6,27,3,4,3,1,7,2,3,11,3,11,6
28.91222461,2003,3,5000,192595,0,472560,5,6321,500,0,10331.08,6,27,3,3,3,1,7,2,1,1,2.99999998616708,11,5.88653248416958
48.13532361,2003,1,0,260484,0,482040,1,6378,260484,482040,10361.91,5,2,3,4,3,3,7,4,3,6,3,12.7367277648668,6
55.292,2003,1,0,209197,0,290050,3,6342,209197,290050,10358.6567924049,5,2,3,2,3,3,7,2,3,6,3,9,6
33.27003426,2003,1,0,140135,0,284000,1,6467,140135,284000,10371.11,5,2,3,3,3,3,5,4,3,6,3,11.0271470582081,6
56.83181047,2003,3,5000,207501,0,487320,5,6368,500,0,10344.59,6,27,3,3,3,3,7,2,1,1,2.99999997227387,11.0744363344066,5.52419861844208
42.468,2003,1,0,243264,0,290750,4,6382,243264,290750,10367.15,5,2,3,3,3,3,7,2,3,6,3,9,6
44.50083322,2003,1,0,181546,0,290390,3,6352,181546,290390,10376.791921211,5,2,3,3,3,3,7,2,3,6,3,11.1181605176761,6
17.685,2003,1,0,138440,0,290080,6,6327,138440,290080,10364.1766249932,5,2,3,3,2,3,7,3,3,6,3,9.84037002697039,6
27.41962381,2003,1,0,185517,0,292190,1,6403,185517,292190,10369.36,5,2,3,3,3,3,7,4,3,6,3,10.7591703739641,6
26.20745867,2003,1,0,222222,0,289940,3,6345,222222,289940,10349.1442683982,5,2,3,3,3,3,7,2,3,6,3,9.81958859796066,6
34.33198681,2003,1,0,186984,0,290030,3,6404,186984,290030,10362.43,5,2,3,2,3,3,7,2,3,6,3,9,6
21.03030391,2003,1,0,192696,0,290230,1,6440,192696,290230,10367.77,5,2,3,2,3,3,7,4,3,6,3,9.68304103443919,6
35.07129045,2003,1,0,189966,0,291891,2,6354,189966,291891,10386.0563220736,5,2,3,2,3,3,7,4,3,6,3,12.424273386072,6
40.292,2003,1,0,185136,0,290180,2,6328,185136,290180,10350.0262878917,5,2,3,3,3,3,7,4,3,6,3,9.34637358919248,6
31.19237239,2003,1,0,212226,0,290950,3,6322,212226,290950,10374.7594706858,5,2,3,3,3,3,7,2,3,6,3,9.47712781571329,6
41.02,2003,1,0,113000,0,284000,5,6305,113000,284000,10341.3120445785,5,2,3,3,3,3,7,2,3,6,3,10.3504555578397,6
39.96278973,2003,1,0,193372,0,290360,3,6605,193372,290360,10430.53,5,2,3,2,3,3,7,2,3,6,3,9,6
43.108,2003,1,0,197292,0,291310,1,6308,197292,291310,10346.7737865055,5,2,3,3,3,3,7,4,3,6,3,10.9903555244483,6
13.363,2003,1,0,154000,0,291000,4,6602,154000,291000,10432.75,5,2,3,3,3,3,7,2,3,6,3,9,6
15.7871887,2003,1,0,172536,0,289760,5,6472,172536,289760,10360.01,5,2,3,4,3,1,7,2,3,6,3,9.93505222671388,6
21.976,2003,3,5000,207020,0,454404,12,6874,65900,127716,10654.52,5,27,3,5,3,1,7,4,3,11,3,13.1585162221374,6
23.639,2003,5,11000,337454,0,508120,12,9090,67351,16200,10441.75,5,27,3,4,2,3,7,4,3,6,3,11.2125397784154,6
45.448,2003,3,5000,195760,0,470980,4,6830,50650,138529,10607.26,5,27,3,1,3,1,7,2,3,11,3,12.1252247282242,6
36.91160307,2003,4,6000,181370,0,504000,5,8062,99400,30700,10206.85,6,2,3,4,3,1,7,2,3,9,3,13.4121694892799,6
34.89567384,2003,3,3000,172200,0,460600,6,6266,43500,130000,10199.99,6,2,3,3,2,3,5,3,3,6,3,9,6
25.408,2003,3,3000,172000,0,463200,6,6316,43000,132000,10255.59,6,2,3,4,3,3,5,3,3,6,3,9,6
65.90859364,2003,4,6000,180200,0,498500,5,7901,3000,0,10396.595056191,6,2,3,4,4,3,7,2,1,1,2.99999998986484,11,5.85106390287948
36.51621832,2003,1,0,187216,0,291500,3,6548,187216,291500,10400.76,5,2,3,3,3,1,7,2,3,6,3,10.0482851934366,6
29.19716485,2003,1,0,189533,0,289640,3,6521,189533,289640,10397.67,5,2,3,3,3,3,7,2,3,6,3,9.83327017994984,6
40.412,2003,3,5000,189042,0,472100,4,6820,53718,136274,10603.19,5,27,3,1,3,1,7,2,3,11,3,12.7256701631168,6
25.76,2003,5,5000,351901,0,507061,7,9080,73458,13602,10431.24,5,27,3,1,4,1,7,3,3,6,3,11.9464962582891,6
33.312,2003,3,4000,200202,0,471451,7,6580,500,0,10464.19,5,27,3,4,2,3,7,3,1,1,2.99999998472236,11,5.99999996906968
24.501905,2003,3,4000,193649,0,472280,9,6802,500,0,10596.14,5,27,3,1,3,1,7,1,1,1,2.99999998386881,11,5.99999996674418
25.01447869,2003,3,5000,201138,0,471640,9,6810,500,0,10590.47,5,27,3,4,2,1,5,1,1,1,2.99999998449793,11,5.93047983815701
37.176,2003,3,5000,133854,0,473380,7,6732,500,0,10524.52,5,27,3,5,3,1,7,3,1,1,3.02627804648732,11,5.99999995905565
26.95602748,2003,1,0,220500,0,289330,4,6317,220500,289330,10351.0460557272,5,2,3,3,3,3,7,2,3,6,3,9,6
16.66110048,2003,1,0,197782,0,290200,4,6495,197782,290200,10368.86,5,2,3,3,3,3,7,2,3,6,3,9,6
44.124,2003,3,3000,189546,0,470820,4,6760,500,0,10561.11,5,27,3,3,3,1,7,2,1,1,2.99999998556828,11,5.99999996955539
31.38,2003,3,4000,186354,0,472120,7,6722,500,0,10551.38,5,27,3,5,3,1,7,3,1,1,3.03056727067804,11,5.99999995899953
21.748,2003,3,4000,214452,0,471640,5,6626,500,0,10463.86,5,27,3,4,3,1,7,2,1,1,2.99999997895039,11,5.99999995561379
42.688,2003,3,5000,187976,0,472920,8,6594,48872,130750,10441.57,5,27,3,1,3,3,7,3,3,11,3,13.0217835708523,6
33.07515132,2003,3,3000,174200,0,461800,5,6360,43500,131200,10253.53,6,2,3,1,3,3,5,2,3,6,3,9,6
23.428,2003,3,5000,140309,0,471410,8,7916,19290,155000,10400.57,6,27,3,1,3,3,7,3,3,11,3,20,6
39.0632123,2003,1,0,166295,0,289000,5,6200,166295,289000,10309.9845454441,5,2,3,3,2,1,7,2,3,6,3,11.293307974601,6
24.752,2003,1,0,141194,0,288550,5,6316,141194,288550,10341.1817614904,5,2,3,4,3,1,7,2,3,6,3,9,6
22.30126664,2003,1,0,153212,0,290310,6,6494,153212,290310,10430.21,5,2,3,1,3,3,7,3,3,6,3,9,6
17.03591569,2004,2,0,220506,0,350000,8,7677,92916,135000,10390.1444517707,5,2,3,3,2,1,7,3,3,11,3,9,6
40.66573967,2003,1,0,153212,0,290310,8,6278,153212,290310,10413.464326006,5,2,3,3,2,3,7,3,3,6,3,9,6
44.39708554,2003,1,0,149834,0,290560,7,6270,149834,290560,10382.809636838,5,2,3,3,3,3,7,3,3,6,3,10.6371036109511,6
49.95212264,2003,1,0,90365,0,135000,10,6330,90365,135000,10344.1441967948,5,2,3,3,3,3,7,1,3,6,3,10.6026080844962,6
17.94,2004,2,0,220506,0,350000,7,7934,92916,135000,10409.22,5,2,3,3,3,1,7,3,3,6,3,12.7753506068091,6
36.78123071,2003,1,0,134832,0,290680,8,6625,134832,290680,10457.87,5,2,3,2,3,1,5,3,3,6,3,11.1518368417673,5.99999998534249
11.52,2003,1,0,90365,0,135000,9,6364,90365,135000,10356.0417796057,5,2,3,3,3,1,7,1,3,6,3,9,6
17.30257449,2003,1,0,90365,0,135000,9,6257,90365,135000,10294.60716846,5,2,3,3,3,1,7,1,3,6,3,11.651973708985,6
44.38544029,2003,1,0,90365,0,135000,9,6361,90365,135000,10369.73,5,2,3,3,3,1,7,1,3,6,3,10.6479376333623,6
39.324,2003,1,0,90365,0,135000,10,6387,90365,135000,10366.76,5,2,3,3,3,3,7,1,3,6,3,10.4019956217946,6
32.644,2004,4,8000,277938,0,490570,4,8678,79572,17640,10466.13,5,27,3,4,3,1,7,2,3,6,3,12.798713913212,6
39.388,2003,3,5000,190096,0,470460,12,6381,49182,130557,10327.79,6,27,3,1,2,3,7,4,3,11,3,12.9688197882127,6
24.1,2003,3,5000,186715,0,470290,12,6515,51068,127823,10430.31,5,27,3,4,3,1,7,4,3,11,3,11.3476406640635,6
57.10141561,2005,3,5000,219198,0,475750,1,6814,74256,138890,10606.12,5,27,3,4,2,1,7,4,3,11,3,18.2082707242564,6
40.932,2004,3,4000,204204,0,470640,8,6714,60396,135240,10546.64,5,27,3,2,3,1,7,3,3,11,3,14.0849326938696,6
34.48819999,2004,3,5000,198324,0,472400,8,6688,52038,135187,10544.61,5,27,3,2,3,1,7,3,3,11,3,15.2221510876055,6
44.144,2004,4,11000,356554,0,511630,5,8702,156720,36340,10371.98,5,27,3,3,3,3,7,2,3,6,3,12.1139997995994,6
33.608,2004,4,11000,340969,0,510150,5,8676,142842,35480,10420.85,5,27,3,3,3,1,7,2,3,6,3,12.9427702371183,6
34.24012514,2004,4,11000,338712,0,507210,6,8685,140850,35260,10404.35,5,27,3,1,3,1,7,3,3,6,3,11.7533797309627,6
34.904,2004,5,11000,215607,158149,524210,8,9000,81270,17377,10478.19,5,27,3,1,3,1,7,3,3,5,3,13.054203148613,6
29.856,2004,2,0,220506,0,350000,4,7661,92916,135000,10452.7875986712,5,2,3,3,3,3,7,2,3,6,3,9,6
36.2429405,2004,2,0,220080,0,350000,5,6354,130326,215000,10346.5519552159,5,2,3,3,2,3,7,2,3,11,3,9,6
35.576,2004,1,0,159000,0,350000,4,6430,159000,350000,10374.43,5,2,3,3,3,1,7,2,3,6,3,11.6783382477569,6
15.1832191,2004,1,0,220506,0,350000,4,6420,220506,350000,10375.21,5,2,3,2,3,3,7,2,3,6,3,12.7387669867475,6
45.068,2004,1,0,220506,0,35000,4,6507,220506,35000,10380.26,5,2,3,2,3,3,7,2,3,6,3,13.4072964680123,6
23.852,2004,2,0,220506,0,350000,6,6480,127590,215000,10369.45,5,2,3,3,3,1,7,3,3,6,3,9,6
20.72,2004,2,0,220506,0,350000,6,7872,92916,135000,10371.02,5,2,3,3,3,3,7,3,3,6,3,9,6
19.024,2004,2,0,183782,0,351130,5,7710,70894,135000,10433.4156319178,5,2,3,3,3,3,7,2,3,6,3,11.1191720014577,6
25.4,2004,2,0,220506,0,350000,6,7643,92916,135000,10423.1184248582,5,2,3,3,3,3,7,3,3,6,3,9,6
25.66,2004,2,0,220506,0,350000,7,7647,92916,135000,10391.9693286424,5,2,3,3,4,3,7,3,3,6,3,9,6
20.668,2004,2,0,220506,0,350000,7,6432,127590,215000,10362.45,5,2,3,4,3,3,7,3,3,6,3,9,6
26.52292632,2004,2,0,220506,0,350000,6,7761,92916,135000,10368.39,5,2,3,4,3,3,7,3,3,6,3,9,6
55.96,2004,3,5000,199458,0,471020,8,6784,56196,133882,10584.76,5,27,3,3,3,1,7,3,3,11,3,13.7944889294177,6
44.236,2004,3,5000,207988,0,470270,9,6325,63844,134547,10315.44,6,27,3,1,3,1,7,1,3,11,3,11.9668353327905,6
38.304,2004,3,5000,189756,0,471420,9,6441,54768,136548,10379.09,5,27,3,4,3,1,5,1,3,11,3,14.2988963859997,6
29.62307158,2004,2,0,220506,0,350000,8,7847,92916,135000,10379.68,5,2,3,2,3,1,7,3,3,11,3,9,6
29.15185689,2004,2,0,220506,0,350000,8,7721,92916,135000,10337.3983507897,5,2,3,3,2,3,7,3,3,6,3,9,6
41.124,2005,2,0,0,0,100450,4,7933,131800,49250,10401.02,5,2,3,3,3,3,7,2,3,9,3,17,6
42.43844071,2004,2,0,367506,0,362000,10,7895,139916,139000,10399.02,5,2,3,3,3,3,7,1,3,6,3,9,6
22.39416894,2005,2,0,0,0,100450,3,7602,131800,49250,10306.2161702239,5,2,3,3,3,3,7,2,3,9,3,14.8080178380285,6
39.86164692,2004,2,0,367506,0,360000,10,7831,139916,140000,10397.27,5,2,3,4,6,3,7,1,3,6,3,9,6
18.52846714,2004,2,0,367506,0,362000,9,7849,139916,139000,10371.29,5,2,3,3,2,1,7,1,3,6,3,11.6861841584073,6
45.8702266,2004,3,5000,195174,0,472660,9,6896,54558,135440,10676.23,5,27,3,5,3,1,7,1,3,11,3,14.0760932101149,6
43.07231771,2004,3,5000,196098,0,473480,10,6530,54222,129403,10425.85,5,27,3,4,3,1,5,1,3,11,3,12.6157499867723,6
28.67926976,2004,3,4500,195762,0,473390,11,6441,56532,138234,10373.8,5,27,3,4,3,3,7,1,3,11,3,15.5699603307153,6
32.59924597,2004,3,5000,196224,0,475894,11,6541,55818,138234,10424.73,5,27,3,3,3,1,7,1,3,11,3,18.9435264679539,6
32.49670036,2004,3,5000,195636,0,471060,11,6740,54180,137740,10541.96,5,27,3,1,3,1,7,1,3,11,3,14.486475449846,6
34.12554949,2004,3,5000,194292,0,471970,11,6742,54474,134280,10556.84,5,27,3,4,2,1,7,1,3,11,3,16.8822345668374,6
50.176,2004,3,5000,194292,0,471820,11,6295,55524,134578,10330.96,6,27,3,4,3,1,5,1,3,11,3,12.2964913666904,6
29.992,2004,2,0,367506,0,360000,11,7713,139916,140000,10391.2369336106,5,2,3,3,3,1,7,1,3,6,3,10.2537948560946,6
21.0058,2004,2,0,367506,0,362000,9,7959,139916,139000,10403.61,5,2,3,3,2,3,7,1,3,6,3,9,6
15.47732057,2004,2,0,367506,0,362000,9,7655,139916,139000,10387.7555538508,5,2,3,2,3,3,7,1,3,6,3,10.4751352714565,6
27.77576071,2004,2,0,367506,0,360000,12,7747,139916,140000,10388.2443363804,5,2,3,3,3,3,7,4,3,6,3,9,6
21.748,2005,5,11000,319452,0,509510,1,8949,67410,17560,10399.16,5,27,3,4,3,1,7,4,3,6,3,12.4179198249956,6
36.86935873,2005,6,14000,415998,0,530458,1,8964,75642,16852,10425.21,5,27,3,3,2,1,7,4,3,6,3,13.0681306147426,6
29.26563545,2005,5,11000,334278,0,509190,1,9000,74802,14866,10394.86,5,27,3,4,3,3,7,4,3,6,3,11.3954345229074,6
13.54044625,2005,3,3750,198744,0,471400,1,6552,57246,135300,10422.44,5,27,3,4,3,3,5,4,3,11,3,14.5940766210414,6
40.528,2004,3,5000,195552,0,472270,11,6346,56112,132071,10337.4,6,27,3,3,3,1,5,1,3,11,3,11.8766590219602,6
32.723344,2004,2,0,367506,0,360000,11,8001,139916,140000,10412.44,5,2,3,3,3,3,7,1,3,6,3,12.6436662283059,6
39.92984664,2004,2,0,367506,0,360000,11,7910,139916,140000,10396.96,5,2,3,3,3,3,7,1,3,6,3,9,6
8.388,2004,2,0,367506,0,360000,11,7680,139916,140000,10405.9400235892,5,2,3,3,3,3,7,1,3,6,3,9,6
32.42348826,2004,2,0,367506,0,360000,12,7800,139916,140000,10369.19,5,2,3,4,3,3,7,4,3,6,3,9,6
20.312,2005,2,0,383200,0,100450,2,7875,131800,49250,10379.72,5,2,3,3,3,1,7,4,3,11,3,9,6
35.592,2005,5,11000,343812,0,508200,2,9018,78960,18955,10365.9,5,27,3,4,3,3,7,4,3,6,3,11.7179999497097,6
32.712,2005,5,12500,364098,0,386631,1,8948,73080,15300,10390.26,5,27,3,1,3,2,7,4,3,6,3,14.0998766199108,6
28.35819288,2005,5,11000,334782,0,508260,3,8976,69468,18375,10398.56,5,27,3,3,2,3,7,2,3,6,3,13.6392070781992,6
26.428,2005,5,11000,350616,0,511960,2,8998,74802,15355,10471.17,5,27,3,4,2,3,7,4,3,6,3,12.7483214788262,6
19.968,2005,2,0,0,0,100450,3,7123,131800,49250,10424.19,5,2,3,3,3,1,7,2,3,9,3,17,6
20.695,2005,2,0,0,0,100450,3,7830,131800,49250,10387.67,5,2,3,4,3,3,7,2,3,9,3,17,6
19.688,2005,2,0,383200,0,100450,1,7740,131800,49250,10364.26,5,2,3,4,3,3,7,4,3,6,3,9,6
13.56,2005,2,0,383200,0,100450,1,7751,131800,49250,10367.38,5,2,3,4,3,3,7,4,3,6,3,9,6
26.992,2005,2,0,383200,0,100450,2,7863,131800,49250,10376.18,5,2,3,4,3,3,7,4,3,6,3,9,6
33.524,2005,2,0,383200,0,100450,1,7844,131800,49250,10374.98,5,2,3,4,3,3,7,4,3,6,3,9,6
28.088,2005,2,0,383200,0,100450,1,7814,131800,49250,10369.88,5,2,3,4,3,3,7,4,3,6,3,9,6
18.928,2005,2,0,383200,0,100450,1,7849,131800,49250,10369.43,5,2,3,3,3,3,7,4,3,6,3,9,6
33.756,2005,2,0,383200,0,100450,2,7849,131800,49250,10374.35,5,2,3,3,3,3,7,4,3,6,3,9,6
37.72,2005,2,0,0,0,100450,3,7945,131800,49250,10376.54,5,2,3,3,3,1,7,2,3,9,3,17,6
29.104,2005,2,0,0,0,100450,10,7931,131800,49250,10401.1,5,2,3,3,3,3,7,1,3,9,3,17,6
17.676,2005,2,0,0,0,100450,4,7946,131800,49250,10392.29,5,2,3,3,4,3,7,2,3,9,3,17,6
17.352,2005,2,0,0,0,100450,6,7977,131800,49250,10406.1,5,2,3,4,3,3,7,3,3,9,3,17,6
49.3320329,2005,2,0,0,0,100450,5,7993,131800,49250,10413.54,5,2,3,3,3,3,7,2,3,9,3,17,6
44.232,2005,5,11000,359560,0,506667,4,8227,3000,0,10368.49,5,27,3,4,2,3,7,2,1,1,2.99999998321903,11,5.72440688666199
38.388,2005,5,12000,348664,0,501200,4,8856,80152,17595,10367.3,5,27,3,1,3,3,7,2,3,6,3,13.1785487499476,6
51.59316437,2005,5,12000,345066,0,509690,4,8936,77815,17318,10389.99,5,27,3,4,3,1,7,2,3,6,3,12.4654552576271,6
63.044,2005,5,11000,348487,0,506310,4,8970,74015,15000,10347.44,5,27,3,3,3,3,7,2,3,6,3,12.4735104747899,6
34.848,2005,3,5000,158048,0,471560,8,6480,41383,134117,10373.83,5,27,3,4,3,3,5,3,3,11,3,13.7447273397384,6
31.244,2005,3,5000,189960,0,471970,8,6435,49073,135237,10362.53,5,27,3,1,3,3,7,3,3,11,3,17.42973471727,6
35.16005354,2005,5,8500,343866,0,503360,4,8985,80828,16203,10463.85,5,27,3,3,2,3,7,2,3,6,3,12.4373760454445,6
13.952,2005,3,5000,184813,0,471000,7,6544,53191,133624,10419.76,5,27,3,1,3,3,5,3,3,11,3,16.07883395259,6
17.6,2005,3,5000,193864,0,471000,6,6571,54352,133052,10419.54,5,27,3,4,3,3,5,3,3,11,3,11.9035220755217,6
20.25828222,2005,2,0,0,0,100450,5,7702,131800,49250,10338.0607297515,5,2,3,3,2,3,7,2,3,9,3,17,6
28.22,2005,2,0,0,0,100450,4,7791,131800,49250,10374.8766458769,5,2,3,3,3,3,7,2,3,9,3,17,6
24.644,2005,2,0,0,0,100450,5,7871,131800,49250,10381.67,5,2,3,2,3,1,7,2,3,9,3,15.4087948009804,6
40.668,2005,2,0,0,0,100450,7,7917,131800,49250,10402.94,5,2,3,3,3,3,7,3,3,9,3,17,6
29.104,2005,2,0,0,0,100450,5,7839,131800,49250,10368.97,5,2,3,2,3,3,7,2,3,9,3,14.7340673963441,6
22.072,2005,2,0,0,0,100450,6,7910,131800,49250,10374.08,5,2,3,4,2,3,7,3,3,9,3,17,6
27.8,2006,2,0,0,0,127548,7,7908,123270,63548,10371.44,5,2,3,3,4,3,7,3,3,9,3,17,6
35.49390913,2006,2,0,0,0,124500,6,7922,129900,61500,10382.03,5,2,3,3,6,3,5,3,3,9,3,17,6
43.03807665,2005,3,5000,182249,0,470340,8,6565,50150,132458,10426.69,5,27,3,4,6,3,7,3,3,11,3,11.9520355181346,6
16.38451018,2005,3,5000,195492,0,470520,7,6510,54931,132676,10406.06,6,27,3,4,3,3,7,3,3,11,3,11.415930069069,6
17.988,2005,3,5000,185233,0,480040,7,6609,51126,135186,10442.96,5,27,3,1,3,3,5,3,3,11,3,17.1435590977779,6
33.272,2005,2,0,0,0,100450,8,7883,131800,49250,10379.86,5,2,3,3,3,3,7,3,3,9,3,17,6
32.44123301,2005,2,0,0,0,100450,7,7698,131800,49250,10295.5544973208,5,2,3,3,6,3,7,3,3,9,3,17,6
27.51995035,2005,3,5000,181612,0,470140,8,6446,51543,135420,10373.44,5,27,3,4,3,3,5,3,3,11,3,13.5475168615858,6
35.212,2005,2,3500,122010,0,327480,9,7087,61446,173250,10367.52,5,27,3,3,3,3,7,1,3,11,3,14.7326250797744,6
24.416,2005,2,0,0,0,100450,7,7869,131800,49250,10376.69,5,2,3,2,2,3,7,3,3,9,3,17,6
26.688,2005,2,0,0,0,100450,10,7729,131800,49250,10327.9957087443,5,2,3,3,3,3,7,1,3,9,3,17,6
18.104,2005,2,0,0,0,100450,7,7784,131800,49250,10348.4166704137,5,2,3,3,2,3,7,3,3,9,3,17,6
37.3,2005,2,0,0,0,100450,8,7690,131800,49250,10257.3167850297,5,2,3,3,3,1,7,3,3,9,3,17,6
36.55831701,2005,2,0,0,0,100450,9,7915,131800,49250,10402.24,5,2,3,3,4,3,7,1,3,9,3,17,6
21.156,2005,3,5000,163803,0,477347,11,6269,47787,155581,10282.95,6,27,3,5,3,3,7,1,3,11,3,20,6
20.16,2005,2,0,0,0,100450,10,7671,131800,49250,10303.532634733,5,2,3,3,2,3,7,1,3,9,3,17,6
23.784,2005,2,0,0,0,100450,10,7635,131800,49250,10280.9919871282,5,2,3,3,3,3,7,1,3,9,3,16.4511075296386,6
36.764,2005,2,0,0,0,100450,9,8011,131800,49250,10433.1,5,2,3,2,2,1,7,1,3,9,3,17,6
33.556,2005,2,0,0,0,100450,10,7820,131800,49250,10371.47,5,2,3,2,2,3,7,1,3,9,3,16.8154920600893,6
23.48265515,2006,2,0,0,0,100450,3,7863,131800,49250,10375.21,5,2,3,2,2,1,5,2,3,9,3,17,6
37.9403326,2005,2,3000,102800,0,289440,10,6469,44486,134524,10378.27,6,27,3,3,2,3,7,1,3,11,3,14.4023621048616,6
24.496,2005,2,0,0,0,100450,8,7873,131800,49250,10382.61,5,2,3,2,2,3,7,3,3,9,3,17,6
10.568,2005,3,6000,162646,0,470700,12,6308,43097,135650,10256.6,6,27,3,3,2,3,5,4,3,11,3,13.7932652585584,6
22.956,2005,3,5500,167862,0,473940,12,6357,57785,213755,10290.78,6,27,3,4,3,3,7,4,3,11,3,17.1590851324671,6
